,cid,SMILES,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,B,Br,C,Cl,F,Fe,H,N,O,P,S,Si,Charged acceptor groups,Charged amidines,Charged amines,Charged donor groups,Charged imidazoles,Charged imines,Charged NH-imidazoles,Donor groups,H-N,H-O,I,Neutral acceptor groups,Neutral donor groups,Acceptor groups,Aliphatic carbons,Amide hydrogens,Amine or amide hydrogens,Aromatic basic nitrogens,Aromatic carbons,Catch for R-CN4,Charged 4-methoxypyridines,Charged pyridines,Divalent oxygens,Heteroaromatic atoms,Imines hydrogens,N-Pyrrole H,Neutral amines,Neutral imidazoles,Reactive groups,t-Butyls,Tetrazoles,Tribromomethyls,Trichloromethyls,Trifluoromethyls,Triiodomethyls,"1,2-Dicarbonyls",Acyl halides,Alcohols,Aldehydes,Aliphatic esters,Aliphatic ketones,Aliphatic thioesters,Alkyl halides,Alkyl halides wo fluorine,Alkyl sulfonates,Anhydrides,Aromatic N-oxides,Aziridines,beta-Heterosubstituted carbonyls,Carbon Thiols,Carbonyls,Catch for uncharged guanine H,Charged N-O,Diazos,Disulfides,Epoxides,Ethers,Formates,Guanidines,Halopyrimidines,Imines,Imines N donors,Imines NH,Michael acceptors,Neutral carbonyls,Neutral halophosphoric acids,Neutral N-O,Neutral NR3-O,Neutral P(=O)2-R2,Neutral P=O-R3,Neutral sulfenes,Neutral sulfones,Nitriles,Nitros,P=O,Perhalomethylketones,Peroxides,Phosphonate esters,R-N-S-R,R-S-O-R,S=O,Sulfenyl halides,Sulfinyl halides,Sulfonyl halides,Sulphonate esters,Tertiary amines or amides,Thiols,Thiones,Amidines,Aromatic carboxylate bioisosteres,Carboxylic acids or carboxylates,Charged C-PO3-,Charged carboxylic acids,Charged halophosphoric acids,Charged hydroxamic acids,Charged O-PO3,Charged phosphonamides,Charged phosphonic acids,Charged phosphoric acids,Charged phosphorylamides,Charged sulfenic acids,Charged sulfonamides,Charged sulfonic acids,Charged sulfuric acids,Hydroxamates,Acetylhydrazides,Acidic hydrogens,Charged 2-aminopyridines,Charged 2-nitrophenols,"Charged 3,5-nitrophenols",Charged 4-aminopyridines,Charged 4-nitrophenols,Charged alkylthiols,Charged anilines,Charged dialkyl anilines,Charged diaminobenzenes,Charged enamines,Charged guanidines,Charged tetrazoles,Actinide series,Alkali metals,Alkaline-earth metals,Lanthanide series,Neutral pyridines,Nitroalkanes,Noble gases,Other metals,Phosphines,Silyl enol ethers,Toxic nonmetals,Transition metals,Azides,Carbodiimides,carbons,Diazoniums,Iron binding groups,Isocyanates,Isonitriles,Isothiocyanates,Metals,Phosphinyl halides,Phosphonyl halides,sp3carbon,Molecular weight,Num aliphatic rings,Num aromatic rings,Num atoms,Num chiral centers,Num heavy atoms,Num heteroaromatic rings,Num molecules,Num negative atoms,Num positive atoms,Num residues,Num rings,Num rotatable bonds,Percent helix,Percent loop,Percent strand,Total charge,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm
1749,11505,CCOC(C)OCC,118.1742,0.7775,2,0,4,8,0,0,0,15.344000000000001,17.333,33.2038,13.058,0,0,6,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,118.17728000000001,0,0,22,0,8,0,1,0,0,1,0,4,0,0,0,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,118.175,2.655,366.564,366.564,0.0,0.0,0.0,552.622,0.0,3.4,0.012758,0.0,0.8884521000000001,13.394,3.135,4.926,3.068,0.966,-0.648,-0.648,-3.3369999999999997,9906.038,-0.628,5899.293000000001,-2.026,10.731,-2.508,0.0,-0.857,3.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,250.3965122
1750,11506,[O-]C(=O)/C(C)=C/C,99.1079,0.6386,0,0,1,7,0,0,0,49.38,25.334,25.0442,9.73,0,0,5,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,99.11034000000001,0,0,14,0,7,0,1,1,0,1,0,1,0,0,0,-1,6.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,100.117,6.09,295.159,172.877,104.566,17.715999999999998,0.0,435.407,1.0,2.0,0.0851912,0.006776000000000001,0.9412501,10.798,3.47,6.457999999999999,4.475,0.94,-0.736,-0.556,-0.76,255.801,-0.284,144.145,-3.2880000000000003,10.386,0.16399999999999998,2.0,-0.747,3.0,75.548,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.856103847999999
1751,11507,Cc1cccc(c12)nccn2,144.1732,1.7804,2,0,0,11,0,0,2,23.685,23.000999999999998,42.4916,21.385,0,0,9,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,1,144.17751,0,2,19,0,11,1,1,0,0,1,2,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.17600000000002,0.8240000000000001,352.751,82.86399999999999,35.025,234.862,0.0,550.464,0.0,2.0,0.0012337,0.0,0.9208379000000001,18.119,5.337000000000001,6.419,4.374,1.6030000000000002,-1.64,-1.806,-3.9330000000000003,4610.6359999999995,0.28800000000000003,2581.053,-1.338,9.15,1.169,3.0,-0.319,3.0,100.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,10.0,0.0,11.0,92.5990001
1752,11508,CCOC(=O)CCCSC,162.2499,1.4205,3,0,6,10,0,0,0,35.327,24.0,44.2426,17.342,0,0,7,0,0,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,162.25243,0,0,24,0,10,0,1,0,0,1,0,6,0,0,0,0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,162.246,1.547,434.963,338.42900000000003,53.295,0.0,43.239,676.188,0.0,2.5,0.0035391,0.0,0.8565594000000001,17.697,4.913,6.193,2.503,2.3569999999999998,-2.5140000000000002,-1.359,-3.853,3093.8590000000004,-0.11599999999999999,2893.255,-2.022,8.957,-0.233,1.0,-0.3,3.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.60534195
1753,11509,C=C(C)CCC[C@H](C)CCOC(=O)Cc1ccccc1,274.3978,5.1812,2,0,10,20,1,1,1,35.869,42.833999999999996,83.2866,36.249,0,0,18,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,274.40672,0,1,46,1,20,0,1,0,0,1,1,10,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,274.402,3.096,651.413,377.07599999999996,43.397,230.94,0.0,1109.8210000000001,0.0,2.0,0.008637899999999999,0.0,0.7958128000000001,34.688,10.445,11.78,3.138,5.532,-6.0489999999999995,-4.332,-5.937,3840.3140000000003,-0.436,2118.27,-0.642,9.603,-0.243,3.0,0.9229999999999999,3.0,100.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,6.0,0.0,20.0,0.055928764000000006
1754,11510,CC(=O)CC(=O)OCCC(C)C,172.2215,1.3726,3,0,6,12,0,0,0,64.086,32.667,45.7298,18.098,0,0,9,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,172.22607,0,0,28,0,12,0,1,0,0,1,0,6,0,0,0,0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,172.22400000000002,6.085,438.035,330.41,107.625,0.0,0.0,708.029,0.0,4.0,0.05229740000000001,0.0,0.8770486999999999,18.971,5.48,8.226,4.342,1.2209999999999999,-1.61,-0.875,-3.5210000000000004,944.694,-0.6709999999999999,465.20300000000003,-3.023,10.985999999999999,-0.28300000000000003,1.0,-0.609,3.0,87.34899999999999,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.013779563
1755,11511,O=CCSC,90.1441,0.2987,2,0,2,5,0,0,0,38.126999999999995,14.333,24.3461,9.365,0,0,3,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,90.14466999999999,0,0,11,0,5,0,1,0,0,1,0,2,0,0,0,0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.14,3.9589999999999996,276.829,156.864,77.289,0.0,42.676,393.504,0.0,2.5,0.0398347,0.0,0.9381079,8.31,2.698,3.7960000000000003,2.947,0.636,-0.062,0.172,-2.533,1832.171,-0.038,1630.654,-2.752,9.21,0.281,1.0,-0.993,3.0,89.069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,154.3336135
1756,11512,ClC[C@@H](N1)N(C)S(=O)(=O)c(c12)cc(c(Cl)c2)S(=O)(=O)N,360.2373,0.7774,4,2,2,20,1,3,2,115.73299999999999,62.056999999999995,77.3998,34.098,0,0,9,2,0,0,11,3,4,0,2,0,0,0,0,0,0,0,0,3,3,0,0,2,3,2,9,4,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,360.23972000000003,1,1,31,2,20,0,1,0,0,1,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,360.23,9.547,517.601,120.05,212.97799999999998,59.858000000000004,124.71600000000001,884.3939999999999,2.0,9.0,0.1030596,0.024590200000000003,0.8608621999999999,28.526999999999997,9.675,19.2,14.217,0.245,-3.103,-3.4730000000000003,-4.069,94.67399999999999,-1.167,186.625,-5.042,9.634,1.175,1.0,-0.61,3.0,63.748999999999995,0.0,0.0,7.0,0.0,0.0,10.0,0.0,10.0,2.0,20.0,0.002130911
1757,11513,SCCCCCCS,150.3054,2.6,0,2,5,8,0,0,0,0.0,15.444,45.5188,17.784000000000002,0,0,6,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,150.30648,0,0,22,0,8,0,1,0,0,1,0,7,0,0,0,0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,150.297,0.0,391.968,232.833,0.0,0.0,159.135,605.227,1.6,1.0,0.0,0.0032271,0.8827949,13.572000000000001,5.152,6.522,2.502,3.801,-3.2569999999999997,-3.2569999999999997,-3.428,9906.038,0.201,10000.0,-0.847,9.256,-0.27899999999999997,2.0,-0.34600000000000003,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.81520424
1758,11514,O=CCCCCC,100.1589,1.8530000000000002,1,0,4,7,0,0,0,38.248000000000005,17.0,30.1482,11.87,0,0,6,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,100.16194,0,0,19,0,7,0,1,0,0,1,0,4,0,0,0,0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.16,3.35,339.996,264.845,75.15100000000001,0.0,0.0,511.014,0.0,2.0,0.0219664,0.0,0.909173,11.728,3.406,4.129,2.136,1.3330000000000002,-0.8,-0.272,-3.002,1919.747,-0.284,1001.16,-2.52,10.671,-0.657,1.0,-0.603,3.0,93.516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.99751755
1759,11515,CC(=O)/C=C/c1ccccc1,146.1858,1.7814,1,0,2,11,0,0,1,29.108,26.334,46.611000000000004,20.932,0,0,10,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,146.1906,0,1,21,0,11,0,1,0,0,1,1,2,0,0,0,0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,146.188,3.9789999999999996,386.952,110.194,52.409,224.34900000000002,0.0,603.974,0.0,2.0,0.026216399999999997,0.0,0.8930039000000001,18.233,5.695,6.716,3.841,2.148,-1.94,-1.609,-4.333,3154.3390000000004,-0.055,1712.4229999999998,-1.4069999999999998,9.437999999999999,0.804,0.0,-0.29100000000000004,3.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,11.0,55.40159327
1760,11516,O=C/C=C/CCCCC,126.1962,2.6355,1,0,5,9,0,0,0,38.404,21.0,40.4435,15.347999999999999,0,0,8,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,126.20018,0,0,23,0,9,0,1,0,0,1,0,5,0,0,0,0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,126.198,3.7260000000000004,399.033,299.124,80.453,19.457,0.0,616.14,0.0,2.0,0.022528700000000002,0.0,0.8775573,15.479000000000001,4.445,5.4079999999999995,2.226,1.935,-1.814,-0.825,-3.6060000000000003,1709.892,-0.434,883.409,-2.454,10.488,0.254,1.0,-0.341,3.0,96.141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.366902859
1761,11517,OCC(O)CO,92.0938,-1.4081,3,3,2,6,0,0,0,67.763,22.333000000000002,20.5161,8.19,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,92.09541,0,0,14,0,6,0,1,0,0,1,0,5,0,0,0,0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.0,92.094,3.469,270.539,118.03,152.509,0.0,0.0,384.074,3.0,5.1,0.0313369,0.032651299999999994,0.9445209000000001,6.006,3.5780000000000003,8.711,9.722000000000001,-1.19,0.081,-0.39899999999999997,-2.43,354.533,-0.878,161.281,-3.85,10.936,-2.516,3.0,-0.982,2.0,65.61399999999999,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.68411728
1762,11518,O=C[C@@H](C)[C@@H](CC1)CC=C1C,152.2334,2.6537,1,0,2,11,2,2,1,33.766,23.833000000000002,47.4687,18.244,0,0,10,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,152.23842,1,0,27,2,11,0,1,0,0,1,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,152.236,3.431,400.34,305.422,59.596000000000004,35.321,0.0,651.231,0.0,2.0,0.018077,0.0,0.9075975000000001,18.961,5.046,6.6579999999999995,2.8569999999999998,2.061,-2.26,-1.479,-3.196,2696.185,-0.039,1445.239,-2.301,9.53,-0.669,4.0,-0.111,3.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,4.0,11.0,2.820125366
1763,11519,OC\C=C\CCC,100.1589,1.5735,1,1,3,7,0,0,0,22.92,16.5,32.2995,12.229000000000001,0,0,6,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,100.16194,0,0,19,0,7,0,1,0,0,1,0,4,0,0,0,0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.16,1.99,342.985,267.818,57.578,17.588,0.0,509.51800000000003,1.0,1.7,0.0077748999999999995,0.0049565,0.8994908000000001,11.835999999999999,3.514,5.187,3.312,1.732,-0.863,-0.622,-3.242,2817.6409999999996,-0.152,1515.735,-2.135,9.945,-0.9490000000000001,2.0,-0.49700000000000005,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.51275938
1764,11520,NS(=O)(=O)c(c1)c(Cl)cc(c1C([O-])=O)NCc2ccco2,329.7362,0.4413,3,2,5,21,0,1,2,128.187,66.53,72.7018,34.483000000000004,0,0,12,1,0,0,10,2,5,0,1,0,1,0,0,0,0,0,0,3,3,0,0,1,3,2,12,4,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,329.7409,0,2,31,0,21,1,1,1,0,1,2,6,0,0,0,-1,0.0,0.0,0.0,1.0,0.0,6.0,0.0,-2.0,330.74199999999996,5.436,532.251,45.653999999999996,237.236,198.136,51.225,897.9810000000001,3.0,7.0,0.0329132,0.0227794,0.8457197,27.823,10.597999999999999,18.169,13.945,1.845,-4.37,-3.7910000000000004,-3.1660000000000004,14.119000000000002,-1.8840000000000001,12.01,-4.618,8.875,0.764,4.0,-0.63,2.0,58.33,0.0,0.0,7.0,0.0,1.0,11.0,0.0,11.0,0.0,21.0,0.008808207
1765,11521,CC(C)CC[NH3+],88.1714,-0.0719,0,1,2,6,0,0,0,27.659000000000002,11.333,26.5185,11.687000000000001,0,0,5,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,88.17403,0,0,20,0,6,0,1,0,1,1,0,2,0,0,0,1,8.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,87.164,1.526,309.199,245.063,64.13600000000001,0.0,0.0,461.866,2.0,1.0,0.0050402,0.0045738,0.9345535,10.404000000000002,3.509,5.827000000000001,4.152,0.45399999999999996,0.501,0.602,-3.3169999999999997,608.967,0.292,320.185,-4.476,9.502,-2.86,2.0,-0.607,3.0,79.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.230187537
1766,11522,SCc1cnccn1,126.1795,0.1107,2,1,1,8,0,0,1,25.334,18.389,34.3151,16.027,0,0,5,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,126.18097,0,1,14,0,8,1,1,0,0,1,1,2,0,0,0,0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,126.176,1.5730000000000002,313.759,49.385,45.652,140.216,78.506,467.18699999999995,0.8,3.0,0.0052982,0.008551999999999999,0.9280306,12.597999999999999,4.633,6.481,5.4510000000000005,1.167,-1.117,-1.078,-3.365,3655.795,0.282,5406.575,-1.675,9.295,0.765,5.0,-0.69,3.0,100.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,8.0,192.1958649
